Date,city,Consumption_GWh,temperature_2m_max,temperature_2m_mean,temperature_2m_min,apparent_temperature_max,apparent_temperature_mean,apparent_temperature_min,precipitation_sum,rain_sum,showers_sum,snowfall_sum,precipitation_hours,weather_code,wind_speed_10m_max,wind_gusts_10m_max,et0_fao_evapotranspiration
8/3/2023,abudhabi,176.22,42.2,35.8,32.6,46.9,43,40.3,0,0,0,0,0,3,30.4,50,7.02
8/4/2023,abudhabi,189.11,39.3,35.7,32,47.5,43.6,40.6,0,0,0,0,0,3,20.9,35.3,6.65
8/5/2023,abudhabi,170.73,42.3,36.4,32.7,48.3,44.2,42.1,0,0,0,0,0,3,28.4,44.6,6.66
8/6/2023,abudhabi,177.16,45.7,38.2,33.6,46.8,43.9,37.6,0,0,0,0,0,0,24.3,37.1,8.13
8/7/2023,abudhabi,174.18,43.6,36.7,33.1,47,43.1,40.7,0,0,0,0,0,0,26.3,47.2,7.51
8/8/2023,abudhabi,180.98,42,36.2,30.6,43.7,41.5,39.2,0,0,0,0,0,3,19.7,34.6,7.5
8/9/2023,abudhabi,207.78,38.5,35.1,32.3,45.8,42.4,39,0,0,0,0,0,2,26.5,44.6,6.68
8/10/2023,abudhabi,157.59,41,35.7,31.3,46.9,43.2,40.1,0,0,0,0,0,1,23.2,37.4,6.76
8/11/2023,abudhabi,188.24,44.1,38.2,33.8,47.4,42.6,38.2,0,0,0,0,0,3,22.7,36,8.15
8/12/2023,abudhabi,160.65,42.8,37.2,33.9,45.9,41.5,35.4,0,0,0,0,0,0,25.9,40.7,8.38
8/13/2023,abudhabi,174.34,42.1,36.4,32.8,44.5,40.9,36.6,0,0,0,0,0,0,24.2,39.2,7.95
8/14/2023,abudhabi,193.07,41.9,35.5,30.8,44.2,41.1,38.6,0,0,0,0,0,0,21.5,36.7,7.18
8/15/2023,abudhabi,180.77,41.3,35,30.2,46.6,41.6,38.8,0,0,0,0,0,3,25,39.2,6.69
8/16/2023,abudhabi,167.07,43.6,37.8,32.6,46,41.6,36.1,0,0,0,0,0,3,24,38.9,8.2
8/17/2023,abudhabi,171.42,40.8,35.8,31.3,42.2,37.4,31.4,0,0,0,0,0,3,30.2,44.6,9.29
8/18/2023,abudhabi,188.16,39.6,34.5,31.1,43.8,37.9,32.9,0,0,0,0,0,0,23.7,37.4,7.75
8/19/2023,abudhabi,171.24,39.8,34.5,30.9,44.1,38.6,34.9,0,0,0,0,0,1,24.2,40,7.57
8/20/2023,abudhabi,182.6,40.4,34.6,30.6,44.7,39.8,37.5,0,0,0,0,0,0,25.2,40.7,7.23
8/21/2023,abudhabi,180.55,41.1,34.7,29.9,44.1,38.9,34.4,0,0,0,0,0,3,24.8,38.2,7.72
8/22/2023,abudhabi,172.18,40.1,34.3,29.9,43.6,39.9,37.3,0,0,0,0,0,1,25,39.6,6.79
8/23/2023,abudhabi,205.73,39.4,34.7,31,44.6,41.6,39.2,0,0,0,0,0,3,22.3,38.2,6.62
8/24/2023,abudhabi,187.61,38.7,34.4,31.2,44.5,42.2,40.5,0,0,0,0,0,3,21.7,36.7,6.13
8/25/2023,abudhabi,155.7,46.1,35.4,31.3,47.9,42.7,39.5,0,0,0,0,0,0,31.8,51.5,6.65
8/26/2023,abudhabi,182.24,44,35.6,31.1,47.2,42.4,39.2,0,0,0,0,0,2,29.1,46.8,6.74
8/27/2023,abudhabi,172.06,41,35.1,30.7,45.7,42.4,39.6,0,0,0,0,0,3,23.6,41.4,6.33
8/28/2023,abudhabi,190.23,40.5,34.9,31.5,46.1,41.9,39.9,0,0,0,0,0,3,24.6,41,6.73
8/29/2023,abudhabi,170.49,42,35,30.3,44.2,40.6,35,0,0,0,0,0,0,24.2,40.3,7.33
8/30/2023,abudhabi,178.62,43.2,36.4,31.3,46.8,38.2,30.5,0,0,0,0,0,0,21.3,38.5,8.36
8/31/2023,abudhabi,186.06,40.9,35.1,30.9,43.7,39.8,36.7,0,0,0,0,0,0,26.6,42.8,7.34
9/1/2023,abudhabi,190.39,38.3,34.8,31.8,43.3,40.6,38.7,0,0,0,0,0,0,26.7,43.6,7.32
9/2/2023,abudhabi,165.6,36.8,34.4,32.7,42.8,39.5,37.9,0,0,0,0,0,0,21.1,36,7.04
9/3/2023,abudhabi,175.99,39.6,35,31.8,44.1,40.2,37.6,0,0,0,0,0,0,25.2,40.7,7.28
9/4/2023,abudhabi,174.3,41.6,35.4,31.7,45.3,39.9,35.6,0,0,0,0,0,0,25.8,38.9,7.71
9/5/2023,abudhabi,172.16,38.3,34.3,31,45.2,41.2,39.2,0,0,0,0,0,0,24.4,39.2,6.28
9/6/2023,abudhabi,201.19,42.4,35,31.1,46,41,38.1,0,0,0,0,0,0,29,46.8,6.9
9/7/2023,abudhabi,184.86,43.3,35.2,30.8,44.5,38.5,32.6,0,0,0,0,0,0,25.2,49,8.32
9/8/2023,abudhabi,164.87,43,34.9,29.3,44,38.1,33.2,0,0,0,0,0,0,27.9,45,8.14
9/9/2023,abudhabi,191.01,40,34.2,29,42.2,39.9,35,0,0,0,0,0,0,21.1,36.4,6.67
9/10/2023,abudhabi,205.47,39.6,34.5,30.6,42.5,40.2,37.5,0,0,0,0,0,0,22.5,37.8,6.84
9/11/2023,abudhabi,192.39,40.5,34.4,29.9,43.6,39.9,36.7,0,0,0,0,0,0,22,36.7,6.77
9/12/2023,abudhabi,161.77,43.1,35.3,30.5,43.8,39.5,34.2,0,0,0,0,0,1,25.1,39.2,7.7
9/13/2023,abudhabi,174.19,41.1,34.2,28.8,43.7,40,34.8,0,0,0,0,0,2,19.1,33.5,6.44
9/14/2023,abudhabi,195.2,38.6,33.3,30.5,45.4,41.5,38.8,0,0,0,0,0,2,20.6,36,5.5
9/15/2023,abudhabi,171.51,37,33.1,30.4,46.2,41.4,39.3,0,0,0,0,0,1,20.4,34.9,5.53
9/16/2023,abudhabi,185.33,37.6,33.6,31.1,45.5,41,39.1,0,0,0,0,0,3,19.5,33.5,5.89
9/17/2023,abudhabi,189.3,37,33.7,31.2,44,40.1,37.3,0,0,0,0,0,2,23.9,38.5,6.25
9/18/2023,abudhabi,168.88,36.8,33.6,31,44.3,40.1,37.6,0,0,0,0,0,3,25.8,40,6.01
9/19/2023,abudhabi,179.29,40.3,34.8,31,45.4,41.1,38,0,0,0,0,0,3,26.5,39.2,6.25
9/20/2023,abudhabi,141.1,41.4,35.4,32.1,45.2,40.9,37.7,0,0,0,0,0,3,24.7,39.2,7.11
9/21/2023,abudhabi,167.71,37.2,33.9,31.4,44.1,40.9,39.3,0,0,0,0,0,3,22.3,36,5.98
9/22/2023,abudhabi,176.97,38.3,33.6,29.4,44.1,40.7,37.8,0,0,0,0,0,3,22,37.4,5.91
9/23/2023,abudhabi,165.03,43.5,35.5,30.2,43.7,40.4,35.9,0,0,0,0,0,3,23.1,35.3,7.27
9/24/2023,abudhabi,199.59,42.6,35.5,30.8,41.9,37.2,29.8,0,0,0,0,0,0,30.6,46.8,8.47
9/25/2023,abudhabi,162.84,38.5,34,30.5,43.4,39.8,37.5,0,0,0,0,0,0,26.4,41,6.07
9/26/2023,abudhabi,174.72,38.7,33.4,28.5,42,38.5,35.2,0,0,0,0,0,1,23.8,39.2,6.31
9/27/2023,abudhabi,181.57,42.1,34.8,29.7,40.8,36.5,28.4,0,0,0,0,0,0,23.7,38.5,8.02
9/28/2023,abudhabi,197.3,40.6,33.5,28.9,39.6,35.1,28.2,0,0,0,0,0,0,24.1,40,7.9
9/29/2023,abudhabi,162.77,37.2,32.1,27.2,41,37.6,33.8,0,0,0,0,0,3,23,38.2,5.77
9/30/2023,abudhabi,193.96,35.4,32.1,28.3,41.3,37.8,34.9,0,0,0,0,0,0,27.4,41.8,5.84
10/1/2023,abudhabi,180.12,35.6,32.9,30.1,39.6,36.5,34.2,0,0,0,0,0,0,26.3,42.1,6.68
10/2/2023,abudhabi,168.22,35.5,33,29.8,38.8,35.5,32.3,0,0,0,0,0,0,17.9,32,6.88
10/3/2023,abudhabi,185.55,36.4,32.4,28.1,40.3,36.7,33.6,0,0,0,0,0,0,23.8,37.4,6.12
10/4/2023,abudhabi,182.39,38.6,32.5,28.1,42.5,38.3,34.8,0,0,0,0,0,0,20.9,36.4,5.68
10/5/2023,abudhabi,172.8,35.3,31.4,27.7,42.1,38.8,34.9,0,0,0,0,0,3,22.4,37.8,4.77
10/6/2023,abudhabi,180.84,38.5,33.9,30.8,40.7,38.9,37.5,0,0,0,0,0,1,32.6,50.8,6.81
10/7/2023,abudhabi,175.38,38.9,33.5,30,44.6,39.9,37.2,0,0,0,0,0,0,21,37.8,5.7
10/8/2023,abudhabi,181.36,39.9,34.3,31.4,41,38.2,35.9,0,0,0,0,0,0,27,40.3,7.12
10/9/2023,abudhabi,187.95,37.5,32.5,28.2,41.4,37.9,35.1,0,0,0,0,0,0,24.8,40.7,5.77
10/10/2023,abudhabi,199.03,36.1,32.4,29.5,41.2,37.9,36.2,0,0,0,0,0,0,20.6,35.3,5.6
10/11/2023,abudhabi,165.15,35.2,31.3,27.4,40,36.9,33.6,0,0,0,0,0,0,15.9,30.2,5.25
10/12/2023,abudhabi,205.6,36.4,31.7,27.1,40.7,37.1,32.9,0,0,0,0,0,0,19.5,31.7,5.4
10/13/2023,abudhabi,156.57,38,32.4,28.6,41.1,37,34.4,0,0,0,0,0,0,27.3,44.3,6.01
10/14/2023,abudhabi,178.18,35.5,31.2,26.7,39.4,36.6,32.8,0,0,0,0,0,1,21,36,5.09
10/15/2023,abudhabi,187.06,33.9,30.2,26.4,38.7,35.2,32.7,0,0,0,0,0,3,16.4,29.9,4.96
10/16/2023,abudhabi,183.37,35.3,31.1,26.5,36.2,34.4,31.8,0,0,0,0,0,0,17.9,27.4,5.47
10/17/2023,abudhabi,172.53,34.8,31.1,28.1,40.3,36.3,34.1,0,0,0,0,0,0,23.3,39.2,5.15
10/18/2023,abudhabi,177.5,35.6,30.6,26,38.6,34.4,30.9,0,0,0,0,0,1,22.7,34.2,5.51
10/19/2023,abudhabi,174.08,37.1,30.4,25.8,37.1,34.3,31.3,0,0,0,0,0,1,21.6,38.5,5.41
10/20/2023,abudhabi,172.93,33.7,30.3,26.6,38.4,35,32.2,0,0,0,0,0,1,21.8,36.7,5.12
10/21/2023,abudhabi,190.2,34.7,30.7,26.8,38.8,35.3,32.2,0,0,0,0,0,0,23.6,37.1,5.15
10/22/2023,abudhabi,184.28,35,30.6,27,37.9,35,32.3,0,0,0,0,0,0,24.1,38.9,5.15
10/23/2023,abudhabi,171.69,35.6,30.5,26.7,38.2,34.7,31.6,0,0,0,0,0,0,22.2,34.9,5.07
10/24/2023,abudhabi,190.8,33.5,30.2,26.5,37.6,34.5,32.1,0,0,0,0,0,2,19,33.1,4.92
10/25/2023,abudhabi,183.69,35.6,30.4,26.1,37.9,34.2,31.1,0,0,0,0,0,3,21.6,36.7,4.88
10/26/2023,abudhabi,189.75,31.4,28.6,26,35.2,31.6,28.4,6.5,6.5,0,0,7,63,24.5,49.3,4.21
10/27/2023,abudhabi,187.56,29.9,27.4,24.1,33.3,30.9,26.4,0.1,0.1,0,0,1,51,21.7,34.9,4.09
10/28/2023,abudhabi,170.05,30.8,28,25,34.5,31.4,28.8,0,0,0,0,0,3,12.9,19.8,4.35
10/29/2023,abudhabi,173.28,31.9,28.4,24.7,34.9,31.1,28.5,0,0,0,0,0,3,19.2,28.4,4.96
10/30/2023,abudhabi,188.97,34.4,29.6,25.8,35,31.2,28.3,0,0,0,0,0,3,21.7,33.5,5.81
10/31/2023,abudhabi,187.32,35.1,30.1,26.1,34.4,31.2,27.9,0,0,0,0,0,1,24.5,40.7,6.31
11/1/2023,abudhabi,179.75,35.5,29.9,25,36.9,32,27.3,0,0,0,0,0,1,21.8,34.9,5.39
11/2/2023,abudhabi,181.41,36.3,30.5,24.9,34.5,30.4,24.6,0,0,0,0,0,3,23.7,38.2,6.65
11/3/2023,abudhabi,195.33,33.9,29.2,25,33.2,30.5,26.8,0,0,0,0,0,3,20.6,33.8,5.45
11/4/2023,abudhabi,172.9,31.8,29.8,28.3,32.6,31.2,30.1,0,0,0,0,0,0,25.3,40.7,5.94
11/5/2023,abudhabi,186.57,32.1,29.8,27.8,32.1,30.1,28.9,0,0,0,0,0,1,24.8,39.2,6.37
11/6/2023,abudhabi,177.57,31.8,29.8,27.8,30.7,29.4,28.4,0.1,0.1,0,0,1,51,26,40.3,6.57
11/7/2023,abudhabi,177.39,30.9,28.6,26.1,31.5,29.1,27.2,0,0,0,0,0,1,21.2,33.1,5.56
11/8/2023,abudhabi,193.19,30.5,28.2,25.3,32.1,29.6,27.7,0.3,0.3,0,0,2,51,14.9,28.4,4.61
11/9/2023,abudhabi,189.9,33.3,28.5,24.9,33.6,29.4,26.3,0,0,0,0,0,2,31.4,47.9,5.44
11/10/2023,abudhabi,189.76,32.2,27.9,23.5,34.1,29.1,24.4,0,0,0,0,0,3,17.5,29.2,5.06
11/11/2023,abudhabi,195.67,33.1,28.3,24,32.5,28.4,24.5,0,0,0,0,0,3,22.2,35.6,5.65
11/12/2023,abudhabi,180.25,32.3,28.2,24.6,30.9,28.2,26,0,0,0,0,0,3,21.9,31.7,5.64
11/13/2023,abudhabi,188.18,31.9,26.4,19.8,29.9,25.5,19.1,0,0,0,0,0,3,18.5,31,5.19
11/14/2023,abudhabi,176.28,32.3,27.3,22.9,31.5,27,23.1,0,0,0,0,0,3,25.2,38.2,5.3
11/15/2023,abudhabi,183.89,34,28.5,23.2,32.6,27.9,22.9,0,0,0,0,0,3,27,42.5,5.8
11/16/2023,abudhabi,178.44,33.3,28.5,25.8,33.1,28.2,23.8,0.1,0.1,0,0,1,51,30.6,46.8,5.53
11/17/2023,abudhabi,181.16,29,25.8,23.8,30.8,27,23,3.7,3.7,0,0,4,61,33.7,48.2,3.86
11/18/2023,abudhabi,187.14,28.6,26.1,23,29.2,28.1,26.6,0.5,0.5,0,0,3,51,19.1,33.5,3.87
11/19/2023,abudhabi,170.18,29.1,26.2,21.5,30.5,27.9,24.5,0,0,0,0,0,1,22.1,36,4.01
11/20/2023,abudhabi,205.11,32.2,26.7,21.2,30.9,27.3,23.1,0,0,0,0,0,3,22.7,37.4,4.77
11/21/2023,abudhabi,167.93,32.4,27.7,23.9,32.2,28.1,24,0,0,0,0,0,3,29,45,5.14
11/22/2023,abudhabi,165.43,29,26.3,22.4,31.3,28.2,25.4,0,0,0,0,0,3,25.5,41.4,4.03
11/23/2023,abudhabi,193.9,27.6,26.1,24.3,28.7,26.4,24.6,0,0,0,0,0,3,24.8,40.3,4.85
11/24/2023,abudhabi,189.5,27.9,25.8,23.1,29.5,28.1,25.5,0,0,0,0,0,3,19.1,33.5,3.55
11/25/2023,abudhabi,187.49,28,26,24.4,28.5,27.1,25.6,0.3,0.3,0,0,2,51,23.4,37.8,4.13
11/26/2023,abudhabi,187.54,28.6,25.6,21.9,28.9,26,23.6,0,0,0,0,0,2,17.9,29.5,4.46
11/27/2023,abudhabi,179.85,28.2,24.8,20.7,29.5,26.6,22.7,0,0,0,0,0,3,16.3,25.9,3.58
11/28/2023,abudhabi,169.23,30.3,25.4,20.7,31.2,27.5,23,0,0,0,0,0,3,13.9,24.5,3.56
11/29/2023,abudhabi,180.91,28.8,26.1,23,30.1,27.9,25.9,0,0,0,0,0,1,27.8,41.8,4.07
11/30/2023,abudhabi,171.87,27,25.1,23.5,27.1,25.3,24.5,0,0,0,0,0,2,23,37.8,4.35
12/1/2023,abudhabi,191.7,27.6,24.8,21.2,28.7,26,22.8,0,0,0,0,0,1,18.1,30.2,3.9
12/2/2023,abudhabi,178.24,27,24.8,21.8,28.6,26.1,23.7,0,0,0,0,0,0,18.1,30.2,3.84
12/3/2023,abudhabi,170.09,27.6,24.6,20.6,28.9,26.4,23.1,0,0,0,0,0,2,18,29.9,3.62
12/4/2023,abudhabi,176.14,28.2,25.1,21.9,29.3,26.8,24.3,0,0,0,0,0,3,22.9,35.6,3.84
12/5/2023,abudhabi,184.96,28.3,25.8,23.8,28.9,26.9,25.3,0,0,0,0,0,3,18.6,32.4,4.25
12/6/2023,abudhabi,173.24,27.6,24.8,21.8,29.2,26.4,23.9,0,0,0,0,0,0,17.7,29.9,3.76
12/7/2023,abudhabi,170.13,26.8,24.4,21.4,28.2,25.8,23.2,0,0,0,0,0,0,18.6,32.8,3.61
12/8/2023,abudhabi,182.92,26.6,23.9,20.7,27.7,25.5,22.1,0,0,0,0,0,1,12.9,25.9,3.25
12/9/2023,abudhabi,182.94,27.3,23.6,19.9,27.7,24.7,22,0,0,0,0,0,3,18.3,30.2,3.64
12/10/2023,abudhabi,173.92,27,24.5,19.4,26.8,25.2,20.9,0,0,0,0,0,1,15,27,3.77
12/11/2023,abudhabi,174.35,26.5,23.9,21.2,27.7,25.3,22.4,0,0,0,0,0,1,15.2,28.1,3.39
12/12/2023,abudhabi,182.78,25.7,22.4,19.3,27.7,24.4,21.5,0,0,0,0,0,3,14.1,27,2.89
12/13/2023,abudhabi,162.62,27.6,22.6,17.2,26.3,22.6,18.1,0,0,0,0,0,3,20,29.9,3.65
12/14/2023,abudhabi,163.11,26.6,22.2,17.7,25,20.9,17.4,0,0,0,0,0,1,30,46.1,4.36
12/15/2023,abudhabi,171.38,25.5,23.4,22.3,21.7,20.7,19.4,0.1,0.1,0,0,1,51,33.1,50.4,5.12
12/16/2023,abudhabi,177.44,27.1,23.9,22,25.1,22.7,20.1,0,0,0,0,0,2,22.3,33.8,4.7
12/17/2023,abudhabi,183.73,27.9,23.1,18.5,24.2,21.1,17,0,0,0,0,0,0,28.8,42.5,5.09
12/18/2023,abudhabi,197.7,26.6,21.7,16.5,24,20,13.9,0,0,0,0,0,0,20.6,33.8,4.32
12/19/2023,abudhabi,190.29,26.1,22.3,16.9,25,22.4,18.3,0,0,0,0,0,3,15.8,27.7,3.21
12/20/2023,abudhabi,178.08,25.7,21.8,16.6,24.6,21.6,17.4,0,0,0,0,0,3,18.6,30.2,3.48
12/21/2023,abudhabi,179.77,24.3,21.7,17.5,23.4,21.4,18.6,1.7,1.7,0,0,4,53,19.8,33.5,3.29
12/22/2023,abudhabi,167.97,25.8,22.1,18.4,25.1,21.8,18.5,0,0,0,0,0,3,17.4,29.2,3.34
12/23/2023,abudhabi,179.78,25.4,21.7,16.5,24.8,21.8,16.8,0,0,0,0,0,3,18.5,28.4,3.28
12/24/2023,abudhabi,176.54,26.6,21.6,16.7,25.9,21.2,16.9,0,0,0,0,0,3,16.2,27.4,3.51
12/25/2023,abudhabi,183.87,26.4,22.3,18,27,23.5,19,0,0,0,0,0,3,17.2,28.4,3.07
12/26/2023,abudhabi,170.07,27.3,24.1,20.7,27.9,25.8,22.8,0,0,0,0,0,0,22.8,37.4,3.31
12/27/2023,abudhabi,186.23,26.5,24.1,22.3,27.6,25.1,23.3,0,0,0,0,0,1,21.4,34.2,3.55
12/28/2023,abudhabi,198.39,25.3,22.7,19.6,25.9,23.9,20.7,0,0,0,0,0,3,17.6,31,3.15
12/29/2023,abudhabi,178.69,25.2,22.1,18.6,26.2,23.9,20.3,0,0,0,0,0,3,18.4,30.2,2.74
12/30/2023,abudhabi,184.82,26.8,22.9,18.9,28.7,24.8,20.6,0,0,0,0,0,2,19.9,32,3.02
12/31/2023,abudhabi,188.28,26,22.6,19.1,27.2,24,21.5,0.1,0.1,0,0,1,51,29.6,46.1,2.73
1/1/2024,abudhabi,175.19,26.1,23.6,20.7,26.9,24.5,22.5,0,0,0,0,0,3,22.7,37.1,3.56
1/1/2023,dubai,154.97,24,20.4,17,24.2,20.6,17.2,0,0,0,0,0,2,17.6,25.6,2.87
1/2/2023,dubai,148.62,25.1,19.5,14.3,25.2,19.4,14,0,0,0,0,0,3,18.1,26.6,3.08
1/3/2023,dubai,156.48,23.6,18.6,15.3,21.9,17.4,13.5,0.5,0.5,0,0,2,51,17.7,28.1,2.62
1/4/2023,dubai,165.23,26.3,19.7,13.9,23.5,17,11.4,0,0,0,0,0,3,27.4,40.7,4.38
1/5/2023,dubai,147.66,27.2,21.2,16.5,25.5,19.5,14.2,0.1,0.1,0,0,1,51,24.9,37.8,4.06
1/6/2023,dubai,147.66,24.7,20.5,17.4,23.4,19.7,17,0.1,0.1,0,0,1,51,25.6,38.5,3.01
1/7/2023,dubai,165.79,23.7,18.9,16.3,23.2,18.8,15.9,0.9,0.9,0,0,3,53,22.4,33.1,2.06
1/8/2023,dubai,157.67,22.7,18.4,14.1,23.2,18.3,14,0,0,0,0,0,2,15.7,27,2.85
1/9/2023,dubai,145.31,22.9,19.2,15.2,23.1,19.4,15,0,0,0,0,0,1,13.1,23.8,2.76
1/10/2023,dubai,155.43,28.1,21.1,15,24.6,19.9,15.2,0,0,0,0,0,3,34.5,52.6,3.89
1/11/2023,dubai,145.37,22.5,20.7,18.5,20.7,19.1,17.5,0.4,0.4,0,0,1,51,26.2,41,3.75
1/12/2023,dubai,145.34,23.6,18.7,13.6,21.6,17,13,0,0,0,0,0,2,32.2,49.3,3.75
1/13/2023,dubai,152.42,24.2,18.3,13.5,20.5,15.5,10.8,0,0,0,0,0,3,19.2,32,4.31
1/14/2023,dubai,130.87,25.7,19.3,14.1,23,16.7,11.5,0,0,0,0,0,3,21.6,34.9,4.5
1/15/2023,dubai,132.75,26.4,19.8,15.7,24.7,18.6,13.6,0,0,0,0,0,3,22.3,36.7,3.46
1/16/2023,dubai,144.38,25.2,20.3,14.6,24.7,20.3,14.4,0,0,0,0,0,3,16.1,27.7,3.3
1/17/2023,dubai,139.87,29.6,21.7,15.6,29.7,21.4,14.8,0,0,0,0,0,3,24.1,36,3.78
1/18/2023,dubai,153.14,23,21.2,19.9,21.8,19.2,17.1,0,0,0,0,0,3,30.8,47.5,4.15
1/19/2023,dubai,140.92,23.1,20.5,16.9,21.6,19,16.6,0.1,0.1,0,0,1,51,23.6,34.2,3.91
1/20/2023,dubai,135.88,24.1,18.2,12.1,22.3,16.6,11,0,0,0,0,0,3,24.9,38.5,3.44
1/21/2023,dubai,164.66,25.1,18.8,12.9,22.6,16.3,10.8,0,0,0,0,0,2,24.7,36.7,4.26
1/22/2023,dubai,147.74,25,18.7,12.7,22.8,16.2,10.6,0,0,0,0,0,1,24.8,38.5,4.41
1/23/2023,dubai,150.68,23,18.7,15.4,20.9,16.1,13.1,0.3,0.3,0,0,2,51,22.2,32.4,3.47
1/24/2023,dubai,135.75,24.3,18.6,13.7,22.7,16.3,12.1,0,0,0,0,0,3,26.7,39.2,4.11
1/25/2023,dubai,144.56,20.1,17,14.9,18.2,14.9,13.3,14.5,14.5,0,0,11,63,25.5,42.5,2.95
1/26/2023,dubai,151.11,19.3,16.3,13.6,18.4,15.7,13,9.6,9.6,0,0,13,61,18.2,28.4,1.3
1/27/2023,dubai,138.49,19.6,16.7,15.1,19.1,15.6,13.2,25.2,25.2,0,0,19,63,23.1,35.3,1.72
1/28/2023,dubai,153.76,19.7,16.4,13.9,18.9,15.5,12.9,3.4,3.4,0,0,6,61,17.5,25.9,2.62
1/29/2023,dubai,143.99,20.4,15.7,10.6,20.7,14.6,8.6,0,0,0,0,0,1,13.1,18,3.06
1/30/2023,dubai,147.08,21,15.7,11.6,21.7,15,9.7,0,0,0,0,0,1,13,21.2,2.77
1/31/2023,dubai,143.98,24.6,17.1,10.9,23.9,16.5,9.5,0,0,0,0,0,1,18.4,28.4,3.26
2/1/2023,dubai,168.52,25.4,18.7,14,24.3,17.9,12.8,0,0,0,0,0,0,21.1,32.8,3.46
2/2/2023,dubai,149.87,25.6,19.5,14.4,25.6,19.1,13.3,0,0,0,0,0,0,22.2,32,3.48
2/3/2023,dubai,139.42,24.3,20,16.5,26.3,21,16.6,0,0,0,0,0,0,14,24.8,3.1
2/4/2023,dubai,158.23,22.2,19,15.6,21.5,19,15.7,0,0,0,0,0,3,20.8,33.8,3.17
2/5/2023,dubai,137.79,22.8,18.5,14.8,22.7,18.7,14.6,0,0,0,0,0,1,18.6,31.3,3.08
2/6/2023,dubai,152.09,25.8,18.7,13.7,26.3,18.9,13.3,0,0,0,0,0,2,14.2,23.4,3.39
2/7/2023,dubai,130.4,31.5,21.5,13.9,28.5,20.3,13,0,0,0,0,0,2,17.9,29.5,4.71
2/8/2023,dubai,136.72,29.2,22.4,18.7,26.6,20.3,14.5,0,0,0,0,0,3,24.7,39.6,5.69
2/9/2023,dubai,151.97,22.4,20,18.3,19.1,16.7,14.4,0,0,0,0,0,3,36.9,56.2,5.08
2/10/2023,dubai,157.38,20.8,18.4,15.6,17.3,15.4,13.6,0,0,0,0,0,2,31.3,48.6,4.3
2/11/2023,dubai,151.71,23.6,18.6,13.8,22.8,18.5,13.4,0,0,0,0,0,0,15.6,28.4,3.52
2/12/2023,dubai,148.84,28.3,19.6,12.4,27.4,19,11.6,0,0,0,0,0,2,18.7,33.1,4.14
2/13/2023,dubai,146.99,32.1,22.2,15.6,29.8,20.4,12.4,0,0,0,0,0,3,21.4,34.6,5.44
2/14/2023,dubai,135.21,33.1,23.2,16.5,31.2,21.6,14.5,0,0,0,0,0,2,21.1,34.2,5.58
2/15/2023,dubai,142.8,34.2,24.1,17.8,29.5,20.8,13.7,0,0,0,0,0,3,30.3,45.7,7.13
2/16/2023,dubai,145.39,30.8,23.4,18.8,27.9,20.4,14.8,0,0,0,0,0,3,19.9,31.3,6.37
2/17/2023,dubai,160.57,25.4,20.3,16,26.8,21.3,16.9,0,0,0,0,0,3,18.8,32.4,3.41
2/18/2023,dubai,153.44,23.8,19.5,16.3,23.2,19.3,16.3,0,0,0,0,0,0,25.8,41.4,3.65
2/19/2023,dubai,132.37,22.8,19,15.9,21.1,18,15.6,0,0,0,0,0,2,27.5,43.9,3.83
2/20/2023,dubai,153.24,22.4,19.3,16.7,20.9,18.3,15.7,0,0,0,0,0,3,24.9,40.7,3.77
2/21/2023,dubai,146.15,23.5,19,15.1,22.7,18.6,14.6,0,0,0,0,0,3,22.7,37.4,3.62
2/22/2023,dubai,143.23,26,19.7,14.5,24.5,18.8,13.9,0,0,0,0,0,3,20.2,34.2,4.37
2/23/2023,dubai,156.12,28.8,20.6,13.3,26.7,19.4,11.4,0,0,0,0,0,1,14.9,26.6,4.77
2/24/2023,dubai,160.31,32.1,22.2,13.9,29.6,20,10.8,0,0,0,0,0,1,19,30.6,5.68
2/25/2023,dubai,159.31,33.1,23.7,17.1,31.7,21.8,13.7,0,0,0,0,0,3,28.2,43.6,6.27
2/26/2023,dubai,141.61,33.3,24.8,18.4,33.7,23.5,16.8,0,0,0,0,0,0,23.9,38.2,6.1
2/27/2023,dubai,146.91,32.8,24.9,18.5,31.7,23.7,17.2,0,0,0,0,0,3,20.9,38.5,5.5
2/28/2023,dubai,153.31,32.7,25.1,20.7,31.5,23.9,18.5,0,0,0,0,0,3,22.1,48.2,5.4
3/1/2023,dubai,159.76,28.6,23,19.2,28.4,23.7,20.1,0,0,0,0,0,3,21.7,35.3,3.86
3/2/2023,dubai,145.21,27.6,23.3,19.6,27.7,24,21.4,0.9,0.9,0,0,2,53,19.3,33.5,4.44
3/3/2023,dubai,148.14,28.6,22.7,18.1,30.7,24,19.2,0,0,0,0,0,1,23.4,37.4,4.25
3/4/2023,dubai,138.94,26.9,22.3,18.6,28.8,24.1,20.2,0,0,0,0,0,2,20.8,35.6,4.18
3/5/2023,dubai,138.04,27.8,21.5,16,28.5,22.4,16.9,0,0,0,0,0,3,17.8,32,4.35
3/6/2023,dubai,158.13,30,22.1,16.2,28.9,21.9,15.6,0,0,0,0,0,1,16.9,30.2,4.96
3/7/2023,dubai,163.56,30.9,22,14.8,29.7,21.4,12.6,0,0,0,0,0,3,18.7,33.1,5.19
3/8/2023,dubai,149.28,33,23.1,14.8,32.7,23.1,14.5,0,0,0,0,0,3,20.5,37.4,5.15
